id,observed_on,image_url,latitude,longitude,color_max_x,color_min_x,color_max_y,color_min_y,red,green,blue,ID,population_density,temp_jan20,temp_feb20,temp_jan21,temp_feb21,avg_winter_low_temp,sq_mpr_col
19397898,2019-01-03,https://inaturalist-open-data.s3.amazonaws.com/photos/29834617/medium.jpg,40.726472376,-73.5920152798,110,106,174,172,0.7803921568627451,0.7699346405228759,0.7207843137254902,39,183.10000610351562,-1,-0,-2,-0,-0.75,NA
19399148,2019-01-02,https://static.inaturalist.org/photos/29836424/medium.jpeg,31.38708,-85.6635429,197,188,127,121,0.35086834733893557,0.3780952380952381,0.2903641456582633,40,197.5,7,7,5,7,6.5,gray
19400277,2019-01-01,https://inaturalist-open-data.s3.amazonaws.com/photos/29838474/medium.jpeg,40.7828647,-73.9653551,199,179,175,158,0.6384168482207698,0.55965349102604,0.4588235294117647,41,15400.2001953125,-0,0,-2,0,-0.5,gray
19400369,2019-01-03,https://inaturalist-open-data.s3.amazonaws.com/photos/29838598/medium.jpeg,43.7214124,-79.4059811,137,132,204,200,0.7901960784313725,0.8044444444444444,0.8573856209150327,42,6371.10009765625,-4,-6,-5,-6,-5.25,melanic
19401278,2019-01-03,https://static.inaturalist.org/photos/29839430/medium.jpg,41.4798465,-81.8306338,170,151,112,97,0.10926470588235294,0.11589460784313724,0.1349142156862745,43,1990.300048828125,-2,-4,-3,-4,-3.25,melanic
19401643,2019-01-03,https://static.inaturalist.org/photos/29840810/medium.jpg,42.440369321,-71.0664001623,86,81,200,197,0.9939542483660132,0.996078431372549,0.9975490196078431,44,2292.699951171875,-3,-3,-5,-3,-3.5,gray
19402668,2019-01-03,https://static.inaturalist.org/photos/29842407/medium.jpeg,39.0749359131,-77.105506897,101,98,164,161,0.6980392156862745,0.6237745098039216,0.5463235294117647,45,1230.0999755859375,-1,0,-2,0,-0.75,gray
19403788,2019-01-03,https://inaturalist-open-data.s3.amazonaws.com/photos/29844466/medium.jpg,47.6571139126,-122.30966447,123,118,223,220,0.31323529411764706,0.29901960784313725,0.2849673202614379,46,5271,5,2,4,2,3.25,gray
19406007,2019-01-03,https://static.inaturalist.org/photos/29848102/medium.jpg,27.9417709261,-82.455005888,79,70,191,186,0.3374509803921569,0.3072549019607843,0.2561437908496732,47,13,14,14,11,14,13.25,NA
19410796,2019-01-03,https://static.inaturalist.org/photos/29855902/medium.jpg,35.6944805907,-78.7655843953,96,70,203,188,0.4091775599128541,0.3945533769063181,0.4088779956427015,48,420.20001220703125,3,3,0,3,2.25,gray
19414131,2019-01-03,https://inaturalist-open-data.s3.amazonaws.com/photos/29862069/medium.jpg,38.9213797875,-77.1173045467,204,189,128,118,0.156951871657754,0.1446524064171123,0.1319073083778966,49,1368.800048828125,-0,1,-1,1,0.25,gray
19416545,2019-01-03,https://inaturalist-open-data.s3.amazonaws.com/photos/29866841/medium.jpeg,43.2842216667,-79.8835983333,178,127,149,99,0.15907047585248277,0.15853813621979712,0.15831337059710762,50,62.20000076293945,-3,-5,-5,-5,-4.5,melanic
19416873,2019-01-03,https://inaturalist-open-data.s3.amazonaws.com/photos/29867369/medium.jpeg,43.3023233333,-79.8440533333,215,166,142,104,0.5407340372046254,0.4985158371040724,0.4361488185017597,51,1594.0999755859375,-3,-5,-5,-5,-4.5,gray
19416883,2019-01-03,https://inaturalist-open-data.s3.amazonaws.com/photos/29867391/medium.jpeg,43.3023583333,-79.8440216667,210,152,130,82,0.19333563934048195,0.1846067240455504,0.17292340665079592,52,1594.0999755859375,-3,-5,-5,-5,-4.5,melanic
19417960,2019-01-04,https://inaturalist-open-data.s3.amazonaws.com/photos/29869732/medium.jpeg,43.31482,-79.8490816667,214,196,87,67,0.2988353236031255,0.29565089193572164,0.2915917244090619,53,2109.89990234375,-3,-5,-5,-5,-4.5,gray
19419211,2019-01-04,https://inaturalist-open-data.s3.amazonaws.com/photos/29871757/medium.jpeg,32.599027886,-85.4834258929,54,50,139,134,0.24209150326797385,0.2279738562091503,0.21908496732026145,54,1922.5,6,5,3,5,4.75,gray
19419226,2019-01-04,https://inaturalist-open-data.s3.amazonaws.com/photos/29872510/medium.jpeg,31.33151,-94.707243,255,217,129,91,0.457114127702363,0.42048445939848655,0.3492671230227791,55,578.0999755859375,6,5,4,5,5,gray
19420044,2019-01-04,https://inaturalist-open-data.s3.amazonaws.com/photos/29872963/medium.jpg,43.0332227564,-76.1205103901,154,140,229,220,0.3989281045751634,0.3888627450980392,0.314797385620915,56,2427.39990234375,-5,-5,-6,-5,-5.25,gray
19420887,2019-01-04,https://inaturalist-open-data.s3.amazonaws.com/photos/29874251/medium.jpeg,27.17451021,-82.46176302,106,93,211,203,0.3742296918767507,0.3251167133520075,0.2617491441020853,57,152.5,13,14,11,14,13,gray
19421130,2019-01-04,https://inaturalist-open-data.s3.amazonaws.com/photos/29874666/medium.jpeg,41.6745468489,-70.0650380963,179,161,165,152,0.5680377414123544,0.6140645731977001,0.6125755565384048,58,124.5,-0,-1,-2,-1,-1,gray
19422594,2019-01-03,https://static.inaturalist.org/photos/29877192/medium.jpg,36.9895561648,-121.9151272821,215,193,178,163,0.3804347826086957,0.4847506393861892,0.5715579710144928,59,1229.5,6,5,5,5,5.25,gray
19423537,2019-01-03,https://inaturalist-open-data.s3.amazonaws.com/photos/29879141/medium.jpg,44.9405948513,-93.1050042067,152,113,197,159,0.4283031674208145,0.4114630467571644,0.37527400703871294,60,3330.699951171875,-10,-12,-10,-12,-11,other
19425046,2019-01-04,https://inaturalist-open-data.s3.amazonaws.com/photos/29881496/medium.jpg,40.7904125099,-73.9307062515,92,85,143,140,0.685906862745098,0.660906862745098,0.6555147058823529,61,1205.5999755859375,-0,0,-2,0,-0.5,gray
19425785,2019-01-02,https://inaturalist-open-data.s3.amazonaws.com/photos/29882898/medium.jpeg,43.7861463678,-72.6155081765,234,228,149,146,0.6197478991596639,0.6683473389355742,0.7133053221288516,62,20.5,-10,-10,-11,-10,-10.25,gray
19427320,2019-01-04,https://inaturalist-open-data.s3.amazonaws.com/photos/29885605/medium.jpg,40.7906461135,-73.9307445568,144,122,156,139,0.5786871270247229,0.5738183195983707,0.5581131003125888,63,1205.5999755859375,-0,0,-2,0,-0.5,gray
19428549,2019-01-04,https://inaturalist-open-data.s3.amazonaws.com/photos/29887411/medium.jpg,41.9781724764,-87.7437947531,231,205,149,126,0.33276446381021546,0.3256656983781167,0.3017429193899782,64,969,-4,-5,-5,-5,-4.75,gray
19429133,2019-01-04,https://inaturalist-open-data.s3.amazonaws.com/photos/29888538/medium.jpeg,43.3147883333,-79.8492066667,115,88,241,200,0.29074963318660796,0.31778378017873815,0.20824663198612775,65,2109.89990234375,-3,-5,-5,-5,-4.5,melanic
19429166,2019-01-04,https://inaturalist-open-data.s3.amazonaws.com/photos/29888595/medium.jpeg,43.31479,-79.8491966667,141,124,159,133,0.18395868635520052,0.17781812313402728,0.1802630517227467,66,2109.89990234375,-3,-5,-5,-5,-4.5,gray
19431617,2019-01-01,https://static.inaturalist.org/photos/29892384/medium.jpeg,27.987921,-81.865875,210,194,111,98,0.4146482122260669,0.409391992090954,0.4087329049266766,67,0.5,13,13,10,13,12.25,gray
19431991,2019-01-01,https://inaturalist-open-data.s3.amazonaws.com/photos/29893032/medium.jpg,36.164375,-86.71898,198,184,119,107,0.47203619909502265,0.451322272498743,0.4279738562091503,68,140.6999969482422,2,1,-0,1,1,gray
19433109,2019-01-04,https://inaturalist-open-data.s3.amazonaws.com/photos/29895103/medium.jpeg,45.5074012621,-75.3373604349,186,169,222,198,0.7772287581699346,0.7479738562091504,0.682326797385621,69,23.299999237060547,-12,-13,-13,-13,-12.75,melanic
19440646,2019-01-05,https://inaturalist-open-data.s3.amazonaws.com/photos/29907470/medium.jpg,42.8092466667,-70.8694166667,107,92,185,175,0.4873885918003565,0.4874554367201426,0.4851158645276292,70,2406.39990234375,-3,-4,-5,-4,-4,gray
19448637,2019-01-05,https://inaturalist-open-data.s3.amazonaws.com/photos/29921105/medium.jpg,32.844375,-84.8299716667,118,107,205,198,0.40955882352941175,0.2922385620915033,0.2133986928104575,71,10.899999618530273,5,4,3,4,4,gray
19448774,2019-01-05,https://inaturalist-open-data.s3.amazonaws.com/photos/29921328/medium.jpg,45.3870864,-75.7032037,212,200,188,163,0.3486947441698573,0.3421626638821209,0.3510848126232742,72,108,-10,-11,-12,-11,-11,gray
19450223,2019-01-05,https://inaturalist-open-data.s3.amazonaws.com/photos/29923683/medium.jpg,32.2743383333,-94.5693683333,213,186,152,133,0.4043697478991597,0.388515406162465,0.38468487394957984,73,0.10000000149011612,6,5,4,5,5,gray
19451444,2019-01-05,https://inaturalist-open-data.s3.amazonaws.com/photos/29925743/medium.jpeg,41.844925,-87.871355,79,71,142,136,0.7581076875194522,0.6879551820728291,0.570432617491441,74,1289.9000244140625,-4,-5,-5,-5,-4.75,gray
19452711,2019-01-05,https://inaturalist-open-data.s3.amazonaws.com/photos/29928061/medium.jpeg,43.314815,-79.8491266667,209,182,175,151,0.21368627450980393,0.2163249299719888,0.21975350140056021,75,2109.89990234375,-3,-5,-5,-5,-4.5,melanic
19452750,2019-01-05,https://static.inaturalist.org/photos/29928119/medium.jpg,36.5538901162,-87.3044833644,66,57,93,85,0.21185185185185185,0.17790849673202613,0.14836601307189545,76,352.70001220703125,1,-0,-1,-0,0,gray
19453168,2019-01-05,https://inaturalist-open-data.s3.amazonaws.com/photos/29928416/medium.jpeg,42.3219789086,-81.8472862776,186,178,154,151,0.23137254901960785,0.21154684095860568,0.2019607843137255,77,36.70000076293945,-2,-5,-4,-5,-4,gray
19454814,2019-01-05,https://inaturalist-open-data.s3.amazonaws.com/photos/29931631/medium.jpeg,29.3806131076,-95.6160713704,178,172,131,125,0.2388955582232893,0.21968787515006,0.1513405362144858,78,6.199999809265137,9,7,6,7,7.25,gray
19459083,2019-01-05,https://static.inaturalist.org/photos/29938790/medium.jpeg,29.8851524391,-95.5642207972,233,213,111,89,0.5588194698169122,0.5762188933544432,0.5887143263102342,79,1485.5,9,7,6,7,7.25,NA
19466349,2019-01-06,https://inaturalist-open-data.s3.amazonaws.com/photos/29950283/medium.jpg,36.779895,-76.1339278333,75,67,201,193,0.3375453885257807,0.39670781893004115,0.28641975308641976,80,2117.60009765625,4,4,1,4,3.25,gray
19466662,2019-01-06,https://static.inaturalist.org/photos/29950815/medium.jpeg,40.116808584,-75.0201925635,51,47,118,115,0.4476470588235294,0.4364705882352941,0.44058823529411767,81,2752.5,-2,-1,-3,-1,-1.75,gray
19467595,2019-01-06,https://inaturalist-open-data.s3.amazonaws.com/photos/29952110/medium.jpeg,38.5768051147,-90.4913482666,115,94,255,231,0.6028377896613191,0.5682352941176471,0.49997147950089127,82,1397.800048828125,-2,-3,-2,-3,-2.5,gray
19472864,2019-01-06,https://inaturalist-open-data.s3.amazonaws.com/photos/29960380/medium.jpeg,44.3733915573,-79.6876424501,208,195,133,127,0.723889555822329,0.6988395358143257,0.6881552621048419,83,2769.60009765625,-7,-10,-8,-10,-8.75,gray
19473404,2019-01-06,https://inaturalist-open-data.s3.amazonaws.com/photos/29961221/medium.jpg,40.7831065078,-73.9342788701,104,102,213,210,0.6437908496732025,0.5754901960784313,0.476797385620915,84,2935.300048828125,-0,0,-2,0,-0.5,gray
19473455,2019-01-06,https://inaturalist-open-data.s3.amazonaws.com/photos/29961285/medium.jpg,40.7843021443,-73.9327930101,85,73,289,282,0.5739819004524886,0.5186274509803922,0.4594645550527903,85,1205.5999755859375,-0,0,-2,0,-0.5,gray
19474303,2019-01-06,https://inaturalist-open-data.s3.amazonaws.com/photos/29974032/medium.jpg,38.8698235406,-77.1321985208,160,142,146,123,0.29231166150670795,0.3260405916752666,0.3726608187134503,86,1754.800048828125,-0,1,-1,1,0.25,NA
19475031,2019-01-06,https://static.inaturalist.org/photos/29963681/medium.jpeg,43.2814376413,-79.9009650604,206,184,121,98,0.06123188405797102,0.0648408638817846,0.06327081557260586,87,61.70000076293945,-3,-5,-5,-5,-4.5,melanic
19475619,2019-01-06,https://inaturalist-open-data.s3.amazonaws.com/photos/29964971/medium.jpg,40.7838769304,-73.9310849459,120,114,149,146,0.07633053221288515,0.08389355742296918,0.092296918767507,88,1205.5999755859375,-0,0,-2,0,-0.5,gray
19475934,2019-01-06,https://inaturalist-open-data.s3.amazonaws.com/photos/29965456/medium.jpeg,43.3147666667,-79.8490383333,218,201,127,115,0.3289089994972348,0.3153343388637506,0.2957097368862075,89,2109.89990234375,-3,-5,-5,-5,-4.5,gray
19482689,2019-01-06,https://inaturalist-open-data.s3.amazonaws.com/photos/29976892/medium.jpg,27.9594033333,-82.4635166667,84,75,172,168,0.4215686274509804,0.5312156862745098,0.43254901960784314,90,2025.800048828125,13,14,11,14,13,gray
19483535,2019-01-06,https://inaturalist-open-data.s3.amazonaws.com/photos/29978217/medium.jpg,40.0900775,-83.1042389,154,142,174,164,0.1591114767585356,0.20222130810366104,0.2488139311668723,91,2977,-2,-4,-4,-4,-3.5,gray
19486309,2019-01-06,https://static.inaturalist.org/photos/29983153/medium.jpg,49.2600793688,-123.1878166515,115,90,198,184,0.32122674710910004,0.28568124685771745,0.22587229763700353,92,6387.5,3,2,3,2,2.5,gray
19491733,2019-01-06,https://inaturalist-open-data.s3.amazonaws.com/photos/29992254/medium.jpeg,30.4513868866,-88.6569873066,163,158,218,212,0.16862745098039217,0.1442577030812325,0.14612511671335202,93,53.900001525878906,9,9,7,9,8.5,gray
19492331,2019-01-07,https://inaturalist-open-data.s3.amazonaws.com/photos/29993463/medium.jpg,40.51827,-79.8236383333,149,142,187,182,0.6246732026143791,0.6426470588235295,0.609967320261438,94,808.5,-2,-3,-3,-3,-2.75,gray
19492846,2019-01-07,https://inaturalist-open-data.s3.amazonaws.com/photos/29994513/medium.jpeg,31.33151,-94.707243,167,126,92,58,0.3889502467653728,0.3691049753234627,0.34316659997332266,95,578.0999755859375,6,5,4,5,5,gray
19495078,2019-01-07,https://inaturalist-open-data.s3.amazonaws.com/photos/29998189/medium.jpeg,43.5411633333,-80.2150583333,215,197,227,203,0.09292879256965944,0.09292879256965944,0.09292879256965944,96,288.6000061035156,-6,-8,-7,-8,-7.25,NA
19495483,2019-01-07,https://inaturalist-open-data.s3.amazonaws.com/photos/29998978/medium.jpeg,43.3149,-79.8491733333,221,205,82,67,0.2938869665513264,0.29137831603229525,0.28284313725490196,97,2109.89990234375,-3,-5,-5,-5,-4.5,gray
19495580,2019-01-06,https://inaturalist-open-data.s3.amazonaws.com/photos/29999126/medium.jpg,39.0639638333,-78.0647138333,122,110,217,211,0.21193708252531784,0.20228399051928464,0.2065934065934066,98,4.300000190734863,-2,-1,-3,-1,-1.75,gray
19497082,2019-01-05,https://inaturalist-open-data.s3.amazonaws.com/photos/30001260/medium.jpg,41.9715543421,-87.7035224305,198,176,159,145,0.4836828644501278,0.46933788007956806,0.46944018186984937,99,9293.2998046875,-4,-5,-5,-5,-4.75,gray
19497817,2019-01-07,https://inaturalist-open-data.s3.amazonaws.com/photos/30002690/medium.jpeg,42.5508579396,-71.2442528578,199,168,172,143,0.3812949346405229,0.37453022875816994,0.3757883986928104,100,625.5999755859375,-4,-5,-6,-5,-5,NA
19502009,2019-01-05,https://inaturalist-open-data.s3.amazonaws.com/photos/30010068/medium.jpeg,49.2334629607,-122.7934360215,172,161,124,117,0.4535130718954248,0.39272875816993463,0.2694035947712418,101,951.29998779296875,2,1,2,1,1.5,melanic
19503955,2019-01-06,https://inaturalist-open-data.s3.amazonaws.com/photos/30013372/medium.jpg,40.0722016,-82.8775218,193,185,169,157,0.5961119490531255,0.5294788000670354,0.4512820512820513,102,223.60000610351562,-2,-4,-4,-4,-3.5,gray
19504601,2019-01-04,https://inaturalist-open-data.s3.amazonaws.com/photos/30014775/medium.jpg,38.0729866961,-122.5880334046,221,204,145,133,0.7035696329813977,0.6197921903804257,0.5146639852522206,103,63,6,5,6,5,5.5,gray
19505341,2019-01-07,https://inaturalist-open-data.s3.amazonaws.com/photos/30015781/medium.jpg,37.4887883333,-122.24108,90,82,229,223,0.24936196700902585,0.27942732648615004,0.189666977902272,104,3561.10009765625,7,6,6,6,6.25,melanic
19514871,2019-01-08,https://inaturalist-open-data.s3.amazonaws.com/photos/30031869/medium.jpg,37.3371283333,-121.8802416667,110,99,184,174,0.3228163992869875,0.29408793820558526,0.2579916815210933,105,9598.7998046875,7,6,6,6,6.25,gray
19516300,2019-01-07,https://inaturalist-open-data.s3.amazonaws.com/photos/30033831/medium.jpeg,47.7550908266,-122.3623842773,162,157,145,142,0.3215686274509804,0.3310457516339869,0.32075163398692813,106,973.4000244140625,5,2,4,2,3.25,NA
19516313,2019-01-08,https://static.inaturalist.org/photos/30034049/medium.jpg,29.9613026949,-90.0691083726,107,101,160,156,0.3697478991596639,0.3657142857142857,0.3434173669467787,107,1973.9000244140625,10,10,7,10,9.25,gray
19518455,2019-01-08,https://inaturalist-open-data.s3.amazonaws.com/photos/30036944/medium.jpeg,43.2928,-79.8786233333,222,176,142,101,0.3514293660726702,0.3539245485428214,0.3670322029521028,108,234.8000030517578,-4,-6,-5,-6,-5.25,gray
19519891,2019-01-08,https://inaturalist-open-data.s3.amazonaws.com/photos/30039216/medium.jpeg,47.604349,-122.1569574,200,196,139,136,0.1411764705882353,0.2192156862745098,0.18215686274509804,109,2442.10009765625,4,1,3,1,2.25,gray
19520113,2019-01-08,https://inaturalist-open-data.s3.amazonaws.com/photos/30039564/medium.jpg,37.5355916667,-122.233605,82,76,181,177,0.6346218487394958,0.6614005602240897,0.5215686274509804,110,4138,7,6,6,6,6.25,gray
19523270,2019-01-02,https://inaturalist-open-data.s3.amazonaws.com/photos/30044877/medium.jpg,41.9487749614,-71.2930147199,234,226,138,128,0.5512774806892454,0.5398296692414339,0.5092889681124976,111,1290.4000244140625,-4,-4,-5,-4,-4.25,NA
19523379,2019-01-02,https://inaturalist-open-data.s3.amazonaws.com/photos/30045072/medium.jpg,41.8697271469,-71.2592298722,175,151,162,143,0.690564705882353,0.6773490196078431,0.6552235294117648,112,111.69999694824219,-3,-3,-5,-3,-3.5,NA
19523432,2019-01-02,https://inaturalist-open-data.s3.amazonaws.com/photos/30045076/medium.jpg,41.8699487406,-71.2637669834,135,121,152,142,0.8048722519310755,0.7777777777777778,0.7389661319073084,113,111.69999694824219,-3,-3,-5,-3,-3.5,NA
